"Date","ISO","Country","Scale","Note"
23/06/2020,"VUT","Vanuatu","Open",
23/06/2020,"WSM","Samoa","Open",
23/06/2020,"YEM","Yemen","National",
23/06/2020,"ZAF","South Africa","Localized",
23/06/2020,"ZMB","Zambia","Localized",
23/06/2020,"ZWE","Zimbabwe","National",
24/06/2020,"ABW","Aruba","Open",
24/06/2020,"AFG","Afghanistan","National",
24/06/2020,"AGO","Angola","National",
24/06/2020,"AIA","Anguilla","Open",
24/06/2020,"ALB","Albania","Localized",
24/06/2020,"AND","Andorra","National",
24/06/2020,"ARE","United Arab Emirates","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
24/06/2020,"ARG","Argentina ","National",
24/06/2020,"ARM","Armenia","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
24/06/2020,"ATG","Antigua and Barbuda","National",
24/06/2020,"AUS","Australia","Open",
24/06/2020,"AUT","Austria","Open",
24/06/2020,"AZE","Azerbaijan","National",
24/06/2020,"BDI","Burundi","Open",
24/06/2020,"BEL","Belgium","Localized",
24/06/2020,"BEN","Benin","Localized",
24/06/2020,"BFA","Burkina Faso ","Localized",
24/06/2020,"BGD","Bangladesh","National",
24/06/2020,"BGR","Bulgaria","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
24/06/2020,"BHR","Bahrain","National",
24/06/2020,"BHS","Bahamas","National",
24/06/2020,"BIH","Bosnia and Herzegovina","National",
24/06/2020,"BLR","Belarus","Open",
24/06/2020,"BLZ","Belize","Localized",
24/06/2020,"BMU","Bermuda","Localized",
24/06/2020,"BOL","Bolivia (Plurinational State of)","National",
24/06/2020,"BRA","Brazil","National",
24/06/2020,"BRB","Barbados","Open",
24/06/2020,"BRN","Brunei Darussalam","National",
24/06/2020,"BTN","Bhutan","National",
24/06/2020,"BWA","Botswana","Open",
24/06/2020,"CAF","Central African republic ","National",
24/06/2020,"CAN","Canada","National",
24/06/2020,"CHE","Switzerland","Open",
24/06/2020,"CHL","Chile","National",
24/06/2020,"CHN","China","Localized",
24/06/2020,"CIV","Cote d'Ivoire","Localized",
24/06/2020,"CMR","Cameroon","Localized",
24/06/2020,"COD","Democratic Republic of the Congo","National",
24/06/2020,"COG","Congo","Localized",
24/06/2020,"COK","Cook Islands","Open",
24/06/2020,"COL","Colombia","National",
24/06/2020,"COM","Comoros","National",
24/06/2020,"CPV","Cabo Verde","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
24/06/2020,"CRI","Costa Rica","National",
24/06/2020,"CUB","Cuba","National",
24/06/2020,"CUW","Curaçao","Open",
24/06/2020,"CYM","Cayman Islands","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
24/06/2020,"CYP","Cyprus","Open",
24/06/2020,"CZE","Czechia","Localized",
24/06/2020,"DEU","Germany","Localized",
24/06/2020,"DJI","Djibouti","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
24/06/2020,"DMA","Dominica","National",
24/06/2020,"DNK","Denmark","Open","Schools will gradually start re-opening, starting with the early grades"
24/06/2020,"DOM","Dominican Republic","National",
24/06/2020,"DZA","Algeria","National",
24/06/2020,"ECU","Ecuador","Open","Schools in the Coastal area and in the Highlands and Amazonia run on different schedules."
24/06/2020,"EGY","Egypt","National",
24/06/2020,"ERI","Eritrea","National",
24/06/2020,"ESP","Spain","Localized",
24/06/2020,"EST","Estonia","Open","Schools are allowed to open under certain conditions. However, most continue through distance learning. "
24/06/2020,"ETH","Ethiopia","National",
24/06/2020,"FIN","Finland","Localized","Most schools have reopened; however, the government recommends that upper secondary and upwards should continue distance learning until the end of the academic year.  "
24/06/2020,"FJI","Fiji","National",
24/06/2020,"FRA","France","Open",
24/06/2020,"FRO","Faroe Islands","Open",
24/06/2020,"FSM","Micronesia (Federated States of)","National",
24/06/2020,"GAB","Gabon","National",
24/06/2020,"GBR","United Kingdom of Great Britain and Northern Ireland","Localized",
24/06/2020,"GEO","Georgia","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
24/06/2020,"GHA","Ghana","Localized",
24/06/2020,"GIB","Gibraltar","Localized",
24/06/2020,"GIN","Guinea","National",
24/06/2020,"GMB","Gambia","National",
24/06/2020,"GNB","Guinea-Bissau","National",
24/06/2020,"GNQ","Equatorial Guinea ","Localized",
24/06/2020,"GRC","Greece","Localized",
24/06/2020,"GRD","Grenada","Localized",
24/06/2020,"GRL","Greenland","Open",
24/06/2020,"GTM","Guatemala","National",
24/06/2020,"GUY","Guyana","National",
24/06/2020,"HND","Honduras","National",
24/06/2020,"HRV","Croatia","Open",
24/06/2020,"HTI","Haiti","National",
24/06/2020,"HUN","Hungary","Localized",
24/06/2020,"IDN","Indonesia","National",
24/06/2020,"IND","India","National",
24/06/2020,"IRL","Ireland","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
24/06/2020,"IRN","Iran (Islamic Republic of)","National",
24/06/2020,"IRQ","Iraq","National",
24/06/2020,"ISL","Iceland","Open",
24/06/2020,"ISR","Israel","Open",
24/06/2020,"ITA","Italy","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
24/06/2020,"JAM","Jamaica","National",
24/06/2020,"JOR","Jordan","National",
24/06/2020,"JPN","Japan","Open",
24/06/2020,"KAZ","Kazakhstan","National",
24/06/2020,"KEN","Kenya","National",
24/06/2020,"KGZ","Kyrgyzstan ","National",
24/06/2020,"KHM","Cambodia","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
24/06/2020,"KIR","Kiribati","Open",
24/06/2020,"KNA","Saint Kitts and Nevis","National",
24/06/2020,"KOR","Republic of Korea","Open",
24/06/2020,"KWT","Kuwait","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
24/06/2020,"LAO","Lao PDR","Open",
24/06/2020,"LBN","Lebanon","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
24/06/2020,"LBR","Liberia","National",
24/06/2020,"LBY","Libya","National",
24/06/2020,"LCA","Saint Lucia","Localized",
24/06/2020,"LIE","Liechtenstein","Localized",
24/06/2020,"LKA","Sri Lanka","National",
24/06/2020,"LSO","Lesotho","Localized",
24/06/2020,"LTU","Lithuania","Localized","Schools are allowed to open under certain conditions. However, most continue through distance learning. "
24/06/2020,"LUX","Luxembourg","Localized",
24/06/2020,"LVA","Latvia","Localized",
24/06/2020,"MAR","Morocco","National",
24/06/2020,"MCO","Monaco","Open",
24/06/2020,"MDA","Republic of Moldova","National",
24/06/2020,"MDG","Madagascar","Localized",
24/06/2020,"MDV","Maldives","National",
24/06/2020,"MEX","Mexico","National",
24/06/2020,"MHL","Marshall Islands","Open",
24/06/2020,"MKD","North Macedonia","National",
24/06/2020,"MLI","Mali","Localized",
24/06/2020,"MLT","Malta","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
24/06/2020,"MMR","Myanmar","National",
24/06/2020,"MNE","Montenegro ","National",
24/06/2020,"MNG","Mongolia","National","The government mandated school closures on 27 January "
24/06/2020,"MOZ","Mozambique","National",
24/06/2020,"MRT","Mauritania ","National",
24/06/2020,"MSR","Montserrat","Localized",
24/06/2020,"MUS","Mauritius","National",
24/06/2020,"MWI","Malawi ","National",
24/06/2020,"MYS","Malaysia","Localized",
24/06/2020,"NAM","Namibia  ","Localized",
24/06/2020,"NER","Niger","Open",
24/06/2020,"NGA","Nigeria","National",
24/06/2020,"NIC","Nicaragua","Open",
24/06/2020,"NIU","Niue","Open",
24/06/2020,"NLD","Netherlands","Localized",
24/06/2020,"NOR","Norway","Open",
24/06/2020,"NPL","Nepal","National",
24/06/2020,"NRU","Nauru","Open",
24/06/2020,"NZL","New Zealand","Open",
24/06/2020,"OMN","Oman","National",
24/06/2020,"PAK","Pakistan ","National",
24/06/2020,"PAN","Panama","National",
24/06/2020,"PER","Peru","National",
24/06/2020,"PHL","Philippines","National",
24/06/2020,"PLW","Palau","Open",
24/06/2020,"PNG","Papua New Guinea","Open",
24/06/2020,"POL","Poland","Localized",
24/06/2020,"PRK","Democratic People's Republic of Korea","Open",
24/06/2020,"PRT","Portugal","Localized",
24/06/2020,"PRY","Paraguay ","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
24/06/2020,"PSE","Palestine","National",
24/06/2020,"QAT","Qatar","National",
24/06/2020,"ROU","Romania","National"," The government has announced school closures until the end of the academic year. Classes continue through distance learning.  "
24/06/2020,"RUS","Russian Federation","Localized",
24/06/2020,"RWA","Rwanda ","National",
24/06/2020,"SAU","Saudi Arabia","National",
24/06/2020,"SDN","Sudan","National",
24/06/2020,"SEN","Senegal","National",
24/06/2020,"SGP","Singapore","Open",
24/06/2020,"SJM","Svalbard","Open",
24/06/2020,"SLB","Solomon Islands","Open",
24/06/2020,"SLE","Sierra Leone","National",
24/06/2020,"SLV","El Salvador","National",
24/06/2020,"SMR","San Marino","National",
24/06/2020,"SOM","Somalia","National",
24/06/2020,"SRB","Serbia","National",
24/06/2020,"SSD","South Sudan","National",
24/06/2020,"STP","São Tomé and Príncipe","National",
24/06/2020,"SUR","Suriname","National",
24/06/2020,"SVK","Slovakia","Localized",
24/06/2020,"SVN","Slovenia","Localized",
24/06/2020,"SWE","Sweden","Open",
24/06/2020,"SWZ","Eswatini","National",
24/06/2020,"SXM","Sint Marteen","Localized",
24/06/2020,"SYC","Seychelles","Open",
24/06/2020,"SYR","Syrian Arab Republic","National",
24/06/2020,"TCA","Turks and Caicos Island","National",
24/06/2020,"TCD","Chad","National",
24/06/2020,"TGO","Togo","Localized",
24/06/2020,"THA","Thailand","National",
24/06/2020,"TJK","Tajikistan","National",
24/06/2020,"TKL","Tokelau","Open",
24/06/2020,"TKM","Turkmenistan","Open",
24/06/2020,"TLS","Timor-Leste","Open",
24/06/2020,"TON","Tonga","Open",
24/06/2020,"TTO","Trinidad and Tobago","National",
24/06/2020,"TUN","Tunisia","National",
24/06/2020,"TUR","Turkey","National",
24/06/2020,"TUV","Tuvalu","National",
24/06/2020,"TZA","United Republic of Tanzania","Localized",
24/06/2020,"UGA","Uganda","National",
24/06/2020,"UKR","Ukraine","National",
24/06/2020,"URY","Uruguay","Localized",
24/06/2020,"USA","United States of America","Localized","The majority of States have mandated school closures, including until the end of the academic year. Some States, however, have recommended but not mandated the school closures. "
24/06/2020,"UZB","Uzbekistan","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
24/06/2020,"VCT","Saint Vincent and the Grenadines","Localized",
24/06/2020,"VEN","Venezuela","National",
24/06/2020,"VGB","British Virgin Islands","Localized",
24/06/2020,"VNM","Viet Nam","Open",
24/06/2020,"VUT","Vanuatu","Open",
24/06/2020,"WSM","Samoa","Open",
24/06/2020,"YEM","Yemen","National",
24/06/2020,"ZAF","South Africa","Localized",
24/06/2020,"ZMB","Zambia","Localized",
24/06/2020,"ZWE","Zimbabwe","National",
25/06/2020,"ABW","Aruba","Open",
25/06/2020,"AFG","Afghanistan","National",
25/06/2020,"AGO","Angola","National",
25/06/2020,"AIA","Anguilla","Open",
25/06/2020,"ALB","Albania","Localized",
25/06/2020,"AND","Andorra","National",
25/06/2020,"ARE","United Arab Emirates","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
25/06/2020,"ARG","Argentina ","National",
25/06/2020,"ARM","Armenia","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
25/06/2020,"ATG","Antigua and Barbuda","National",
25/06/2020,"AUS","Australia","Open",
25/06/2020,"AUT","Austria","Open",
25/06/2020,"AZE","Azerbaijan","National",
25/06/2020,"BDI","Burundi","Open",
25/06/2020,"BEL","Belgium","Localized",
25/06/2020,"BEN","Benin","Localized",
25/06/2020,"BFA","Burkina Faso ","Localized",
25/06/2020,"BGD","Bangladesh","National",
25/06/2020,"BGR","Bulgaria","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
25/06/2020,"BHR","Bahrain","National",
25/06/2020,"BHS","Bahamas","National",
25/06/2020,"BIH","Bosnia and Herzegovina","National",
25/06/2020,"BLR","Belarus","Open",
25/06/2020,"BLZ","Belize","Localized",
25/06/2020,"BMU","Bermuda","Localized",
25/06/2020,"BOL","Bolivia (Plurinational State of)","National",
25/06/2020,"BRA","Brazil","National",
25/06/2020,"BRB","Barbados","Open",
25/06/2020,"BRN","Brunei Darussalam","National",
25/06/2020,"BTN","Bhutan","National",
25/06/2020,"BWA","Botswana","Open",
25/06/2020,"CAF","Central African republic ","National",
25/06/2020,"CAN","Canada","National",
25/06/2020,"CHE","Switzerland","Open",
25/06/2020,"CHL","Chile","National",
25/06/2020,"CHN","China","Localized",
25/06/2020,"CIV","Cote d'Ivoire","Localized",
25/06/2020,"CMR","Cameroon","Localized",
25/06/2020,"COD","Democratic Republic of the Congo","National",
25/06/2020,"COG","Congo","Localized",
25/06/2020,"COK","Cook Islands","Open",
25/06/2020,"COL","Colombia","National",
25/06/2020,"COM","Comoros","National",
25/06/2020,"CPV","Cabo Verde","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
25/06/2020,"CRI","Costa Rica","National",
25/06/2020,"CUB","Cuba","National",
25/06/2020,"CUW","Curaçao","Open",
25/06/2020,"CYM","Cayman Islands","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
25/06/2020,"CYP","Cyprus","Open",
25/06/2020,"CZE","Czechia","Localized",
25/06/2020,"DEU","Germany","Localized",
25/06/2020,"DJI","Djibouti","National","The government has announced school closures until the end of the academic year. Classes continue through distance learning. "
25/06/2020,"DMA","Dominica","National",
25/06/2020,"DNK","Denmark","Open","Schools will gradually start re-opening, starting with the early grades"
25/06/2020,"DOM","Dominican Republic","National",
25/06/2020,"DZA","Algeria","National",
25/06/2020,"ECU","Ecuador","Open","Schools in the Coastal area and in the Highlands and Amazonia run on different schedules."
